Date (MDY),1-Air_Temperature (Deg C)
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58.2
2/11/2018,58.2
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.2
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.7
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.2
2/11/2018,58.1
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.2
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.2
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.2
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58.2
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.2
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58.2
2/11/2018,58.2
2/11/2018,58.2
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.2
2/11/2018,58.1
2/11/2018,58
2/11/2018,58.2
2/11/2018,58.2
2/11/2018,58.2
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.2
2/11/2018,58.2
2/11/2018,58.1
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.2
2/11/2018,58.2
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,57.9
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.2
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,57.9
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,58.1
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.2
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.2
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.2
2/11/2018,58.1
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.3
2/11/2018,58.3
2/11/2018,58.3
2/11/2018,58.2
2/11/2018,58.2
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,58.1
2/11/2018,57.9
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.2
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58.2
2/11/2018,58.2
2/11/2018,58.2
2/11/2018,58.1
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.2
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.2
2/11/2018,58.2
2/11/2018,58.2
2/11/2018,58.1
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,58.1
2/11/2018,58.2
2/11/2018,58.2
2/11/2018,58.2
2/11/2018,58.2
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58.2
2/11/2018,58.2
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.2
2/11/2018,58.1
2/11/2018,58.2
2/11/2018,58.2
2/11/2018,58.2
2/11/2018,58.2
2/11/2018,58.1
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,58
2/11/2018,57.9
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.2
2/11/2018,58.2
2/11/2018,58.2
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,57.9
2/11/2018,57.8
2/11/2018,58
2/11/2018,58
2/11/2018,58
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58.1
2/11/2018,58
2/11/2018,57.9
2/11/2018,57.9
2/11/2018,57.8
